sent_id,context,eng,acu,afr,ake,alb,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,glv,got,grc,gre,guj,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,mar,mya,nep,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tel,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.ACT.1.13a,and when they were come in they went up into an upper room where abode both peter and james and john and andrew philip and thomas bartholomew and matthew james the son of alphaeus and simon zelotes and judas the brother of james,when,NULL,toe,tai,si,jnda,ولما,NA,NULL,na,NULL,tek,na,anae,NULL,mɨ,NULL,NA,NA,NULL,ⲉⲧⲁⲩϣⲉ,lè,když,da,als,wen,waato,NULL,kiam,kui,esi,kun,quand,NULL,NA,NA,ὅτε,οτε,NULL,जब,pošto,mikor,NULL,er,NULL,lahwi,NULL,NULL,mi,orna,NULL,cum,NULL,parėję,tej,ka,ह,NULL,ल,ijcuac,NULL,da,ᐊᐲ,NULL,چون,rehefa,gdy,entrando,pic,karata,aretak,NULL,kana,cînd,NULL,llig,keď,ko,vakati,markay,cuando,kad,NULL,när,NULL,NULL,nang,เม,NA,NULL,NULL,cuando,yesuusi,bi,NULL,kwathi
b.ACT.2.1a,and when the day of pentecost was fully come they were all with one accord in one place,when,NULL,toe,tai,kur,quia,ولما,NA,NULL,NULL,NULL,tek,abut,anae,NULL,mɨ,ꮏꮙꮓ,NA,NA,ari,ⲉⲧⲁϥϫⲱⲕ,lè,když,da,als,wen,alwaato,ɩlɛna,kiam,kui,megbe,kun,NULL,orasi,NA,NA,ἐν,οτε,NULL,जब,kad,mikor,ketika,er,mentre,yet,NULL,NULL,NULL,ora,NULL,cum,kad,atėjus,tej,no,व,အခ,जब,ijcuac,NULL,da,ᐊᐲ,hongtunin,چون,nony,gdy,NULL,pic,NULL,aretak,NULL,NULL,NULL,при,iruh,keď,ko,zvino,kolkii,al,kad,NULL,sedan,ܘܟܕ,నప,nang,เม,NA,NULL,як,cuando,wode,bi,ke,kwathi
b.ACT.2.6a,now when this was noised abroad the multitude came together and were confounded because that every man heard them speak in his own language,when,NULL,toe,a,kur,quia,فلما,NA,NULL,ajicõari,NULL,tek,na,anae,NULL,mɨ,ꮏꮙꮓ,NA,NA,irosati,NULL,lè,když,da,da,wen,waato,nɩɩ,kiam,kui,esi,kun,NULL,orasi,NA,NA,γενομένης,καθως,ય,जब,kad,minekutána,ketika,er,NULL,yet,NULL,NULL,mi,ora,NULL,NULL,kad,kilus,NULL,wa,NULL,အခ,पछ,ijcuac,toen,da,ᐊᐲ,un,چون,nony,gdy,ouvindo,ici,we,aretak,NULL,NULL,cînd,когда,llig,keď,ko,kutinhira,markii,cuando,kad,waliposikia,när,ܘܟܕ,NULL,nang,เม,NA,NULL,як,cuando,wode,bi,sithe,kwathi
b.ACT.2.37a,now when they heard this they were pricked in their heart and said unto peter and to the rest of the apostles men and brethren what shall we do,when,NULL,toe,tai,kur,quia,فلما,NA,gauça,NULL,NULL,tek,sa,anae,見,mɨ,NULL,NA,NA,iquemantajeitavacarori,NULL,lè,NULL,da,da,wen,waato,ɩlɛna,NULL,kui,NULL,kun,après,orasi,NA,NA,NULL,αφου,NULL,तब,kad,mikor,ketika,er,NULL,yet,NULL,NULL,mi,ora,NULL,NULL,NULL,NULL,tej,no,NULL,အခ,जब,ijcuac,toen,da,ᐋᐲ,a,چون,raha,NULL,ouvindo,pic,kara,aretak,shinajpi,kana,ce,NULL,llig,keď,ko,vakati,markay,cuando,kad,NULL,när,ܘܟܕ,NULL,nang,NULL,NA,NULL,NULL,cuando,wode,bi,bathe,sebekuzwa
b.ACT.3.12a,and when peter saw it he answered unto the people ye men of israel why marvel ye at this or why look ye so earnestly on us as though by our own power or holiness we had made this man to walk,when,NULL,toe,tai,NULL,quia,فلما,NA,hori,acõari,като,tek,ni,anae,見,mɨ,NULL,NA,NA,NULL,NULL,lè,NULL,da,als,wen,waato,ɩlɛna,NULL,kui,enumake,nähdessään,NULL,orasi,NA,NA,NULL,NULL,NULL,NULL,kada,mikor,ketika,þegar,NULL,yet,NULL,NULL,mi,ora,NULL,NULL,to,NULL,tej,no,ल,အခ,जब,ijcuac,NULL,da,ᐊᐲ,huan,NULL,nony,NULL,NULL,pic,NULL,aretak,NULL,kana,cînd,NULL,llig,keď,NULL,wakati,markuu,al,kad,basi,när,ܘܟܕ,NULL,nang,เปโตรเทศนาอ,NA,NULL,NULL,NULL,wode,bi,ke,NULL
b.ACT.3.13a,the god of abraham and of isaac and of jacob the god of our fathers hath glorified his son jesus whom ye delivered up and denied him in the presence of pilate when he was determined to let him go,when,surimkamiarume,toe,NULL,mohuat,NULL,حاكم,NA,NULL,na,когато,tek,diha,anae,了,NULL,ꭴꮺꭺꮧᏹ,NA,NA,iroimpacaajerime,ⲉⲁ,NULL,pilátovou,da,da,waan,waato,waalɩ,kiam,kui,togbɔ,kun,NULL,orasi,NA,NA,NULL,ενω,ય,जब,kad,NULL,waktu,er,mentre,NULL,NULL,kapitián,NULL,tbontanboshjona,NULL,NULL,kad,kai,tej,oti,व,NULL,ल,ijcuac,NULL,da,ᒋᐅᓇᔓᐙᓱᓂᒡ,NULL,هنگامی,rehefa,piłatową,quando,pic,nto,aretak,nicanguichi,NULL,că,когда,NULL,kým,ko,NULL,markuu,que,kad,baada,när,ܟܕ,NULL,nang,เม,NA,NULL,як,NULL,NULL,fekk,akubon,NULL
b.ACT.3.19a,repent ye therefore and be converted that your sins may be blotted out when the times of refreshing shall come from the presence of the lord,when,NULL,NULL,tai,dhe,NULL,NULL,NA,NULL,ajicõari,NULL,tek,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NULL,NULL,když,at,NULL,NULL,NULL,ɩlɛna,NULL,NULL,NULL,NULL,NULL,de,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,व,အခ,ल,ijcuac,als,NULL,NULL,NULL,NULL,NULL,NULL,que,pic,NA,NULL,NULL,antunchi,NULL,NULL,NULL,NULL,NULL,nguva,qabowjis,NULL,NULL,NULL,NULL,NULL,NULL,kung,อจะทรงลบล,NA,NULL,як,NULL,NULL,NULL,NULL,NULL
b.ACT.4.7a,and when they had set them in the midst they asked by what power or by what name have ye done this,when,NULL,toe,tʉuya,si,NULL,ولما,NA,NULL,ejaro,NULL,tek,apostoles,anae,NULL,ie,NULL,NA,NA,ari,NULL,NULL,NULL,NULL,NULL,wen,waato,ɩlɛna,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NULL,ય,NULL,NULL,mikor,NULL,NULL,fattili,hayet,そして,NA,akken,chora,NULL,NULL,NULL,pasistatę,NULL,no,NULL,NULL,ल,ijcuac,NULL,NULL,ᑕᔥ,huan,NULL,rehefa,NULL,NULL,iwci,karata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ko,NULL,NULL,NULL,NULL,NULL,NULL,ܘܟܕ,NULL,nang,เม,NA,NULL,NULL,cuando,yesuusi,NULL,bathe,NULL
b.ACT.4.13a,now when they saw the boldness of peter and john and perceived that they were unlearned and ignorant men they marvelled and they took knowledge of them that they had been with jesus,when,NULL,toe,tʉuya,kur,quia,فلما,NA,NULL,NULL,като,tek,sa,anae,NULL,mɨ,ꭴꮎꮩꮄꮀꮢꮓ,NA,NA,NULL,NULL,lè,NULL,da,NULL,wen,waato,NULL,kiam,kui,NULL,kun,lorsqu,NULL,NA,NA,NULL,NULL,NULL,जब,kad,mikor,NULL,þegar,NULL,hayet,NULL,NA,mi,ora,NULL,NULL,NULL,NULL,tej,ka,ह,သ,ल,ijcuac,NULL,da,ᐊᐲ,a,چون,nony,NULL,NULL,iwci,epe,aretak,NULL,kana,cînd,NULL,llig,keď,ko,vakati,markay,NULL,kad,NULL,när,ܘܟܕ,నప,nang,NULL,NA,NULL,як,cuando,wode,bi,kaloku,kwathi
b.ACT.4.15a,but when they had commanded them to go aside out of the council they conferred among themselves,when,NULL,toe,NULL,mbasi,quia,فامروهما,NA,orduan,na,NULL,ri,NULL,anae,NULL,mɨ,NULL,NA,NA,ari,ⲇⲉ,NULL,NULL,NULL,da,wen,waato,ɩlɛna,NULL,NULL,NULL,NULL,NULL,kagena,NA,NA,NULL,NULL,ય,NULL,NULL,kor,NULL,NULL,NULL,yal,NULL,NA,NULL,NULL,NULL,iusserunt,NULL,NULL,NULL,ka,व,NULL,NULL,quemaj,NULL,da,NULL,NULL,NULL,rehefa,NULL,NULL,pici,NULL,NULL,NULL,antunchi,NULL,NULL,NULL,NULL,velé,vakati,NULL,NULL,NULL,NULL,NULL,NULL,ప,nang,เม,NA,NULL,звелівши,cuando,NULL,noonu,NULL,NULL
b.ACT.4.21a,so when they had further threatened them they let them go finding nothing how they might punish them because of the people for all men glorified god for that which was done,when,tinamtai,nadat,NULL,pasi,chii,اذ,NA,orduan,ajicõari,NULL,tek,sa,anae,NULL,mɨ,NULL,NA,NA,ari,ⲇⲉ,apre,NULL,da,aber,wen,waato,ɩlɛna,NULL,NULL,emegbe,NULL,NULL,NA,NA,NA,δὲ,δε,NA,NULL,NULL,pedig,NULL,en,dopo,NULL,NULL,NA,NULL,NULL,NULL,NULL,un,NULL,NULL,NULL,NA,အခ,NA,quemaj,na,da,NULL,huan,چون,rehefa,NULL,NULL,kaikwamawat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,keď,NULL,vakati,NULL,después,a,basi,sedan,ܘܐܬܠܚܡܘ,NULL,nang,เม,NA,NULL,ж,xpe,NULL,NULL,bathe,NULL
b.ACT.4.24a,and when they heard that they lifted up their voice to god with one accord and said lord thou art god which hast made heaven and earth and the sea and all that in them is,when,nuna,toe,tai,kur,quia,فلما,NA,cituztenean,NULL,NULL,tek,sa,anae,NULL,mɨ,ꮎꮝꭹꮓ,NA,NA,NULL,NULL,lè,NULL,da,da,wen,waato,ɩlɛna,NULL,kui,enumake,NULL,lorsqu,orasi,NA,NA,NULL,NULL,ય,NULL,kad,mikor,setelah,þegar,NULL,yet,NULL,NA,mi,NULL,NULL,cum,NULL,NULL,NULL,to,व,NULL,जब,ijcuac,NULL,da,ᐊᐲ,NULL,چون,rehefa,NULL,NULL,NULL,kara,aretak,NULL,kana,cînd,NULL,llig,keď,ko,vakati,markay,cuando,kad,NULL,då,ܟܕ,NULL,nang,เม,NA,NULL,NULL,cuando,wode,bi,oko,NULL
b.ACT.4.31a,and when they had prayed the place was shaken where they were assembled together and they were all filled with the holy ghost and they spake the word of god with boldness,when,seainamtai,toe,tai,mbasi,NULL,ولما,NA,NULL,NULL,множеството,tek,NULL,anae,完,mɨ,ꭴꮎꮣꮩꮅꮝꮤꮕꮓ,NA,NA,impoiji,ⲟⲩⲟϩ,lè,když,da,da,wen,waato,ɩlɛna,post,kui,esi,kun,quand,orasi,NA,NA,NULL,NULL,ય,जब,pošto,minekutána,sesudah,þegar,quand,yet,NULL,NA,mi,orna,NULL,cum,NULL,NULL,tej,NULL,व,NULL,पछ,ijcuac,terwijl,da,ᐊᐲ,NULL,چون,rehefa,gdy,tendo,NULL,NULL,aretak,NULL,kana,după,по,NULL,keď,ko,vakati,markay,cuando,pošto,NULL,när,ܘܟܕ,డ,nang,เม,NA,NULL,як,cuando,guyyiyan,bi,NULL,kwathi
b.ACT.5.7a,and it was about the space of three hours after when his wife not knowing what was done came in,when,NULL,NULL,NULL,NULL,jnda,NULL,NA,NULL,NULL,NULL,tek,misulod,anae,時,mɨ,NULL,NA,NA,NULL,ⲛⲉⲥⲕⲓ,NULL,NULL,da,daß,wen,NULL,NULL,eniris,NULL,NULL,NULL,NULL,orasi,NA,NA,καὶ,NULL,NULL,NULL,NULL,szünet,NULL,NULL,NULL,yapni,たまたま彼の妻が,tura,mi,NULL,NULL,NULL,NULL,NULL,tej,ka,त,NULL,ल,NULL,NULL,da,NULL,NULL,که,rehefa,NULL,NULL,nsotpukinci,we,NULL,huasha,NULL,intrat,и,NULL,NULL,pride,dzakati,NULL,entró,NULL,baada,om,ܟܕ,NULL,nang,NULL,NA,NULL,ввійшла,cuando,NULL,ga,NULL,NULL
b.ACT.5.21a,and when they heard that they entered into the temple early in the morning and taught but the high priest came and they that were with him and called the council together and all the senate of the children of israel and sent to the prison to have them brought,when,tsawaaramtai,NULL,tai,si,jnda,فلما,NA,haur,NULL,NULL,xu,NULL,anae,候,mɨ,ꮎꮝꭹꮓ,NA,NA,NULL,NULL,NULL,NULL,da,da,wen,waato,NULL,tion,kui,mawunyagbɔgblɔ,NULL,ayant,orasi,NA,NA,NULL,NULL,ય,NULL,NULL,NULL,NULL,NULL,quando,yet,NULL,NULL,mi,é,NULL,cum,to,NULL,tej,ka,व,NULL,जब,ijcuac,NULL,da,ᑮᐃᔑᒋᑫᐗᒃ,laiin,چون,rehefa,NULL,tendo,pic,NULL,NULL,caita,kana,cînd,NULL,llig,keď,ko,vakati,markay,habiendo,kad,NULL,när,NULL,ప,nang,เม,NA,NULL,NULL,NULL,wode,bi,ke,kwathi
b.ACT.5.22a,but when the officers came and found them not in the prison they returned and told,when,NULL,toe,tai,kur,quia,لما,NA,ethorriric,NULL,като,tek,pag,anae,NULL,mɨ,NULL,NA,NA,ari,ⲉⲧⲁⲩⲓ,lè,NULL,da,NULL,wen,NULL,waatʋ,NULL,kui,esi,kun,NULL,orasi,NA,NA,NULL,NULL,ય,चकर,kad,mikor,ketika,NULL,gli,NULL,NULL,NULL,mi,ora,NULL,cum,kad,NULL,tej,NULL,व,NULL,जब,ijcuac,toen,NULL,NULL,NULL,NULL,nony,gdy,NULL,kapiawat,karata,aretak,NULL,kana,NULL,NULL,llig,NULL,NULL,vakati,markay,cuando,kad,walipofika,när,ܘܟܕ,నప,t,เม,NA,NULL,NULL,cuando,wode,bi,kaloku,NULL
b.ACT.5.23a,saying the prison truly found we shut with all safety and the keepers standing without before the doors but when we had opened we found no man within,when,NULL,toe,tai,kur,quia,لما,NA,NULL,na,като,rutzˈapxic,sa,anae,NULL,mɨ,NULL,NA,NA,nashitareavetapaacaro,NULL,lè,NULL,da,da,wen,waato,NULL,NULL,kui,esi,kun,après,orasi,NA,NA,δὲ,NULL,ર,जब,kad,mikor,waktu,er,dopo,hayet,NULL,NULL,mi,orna,섰으되,NULL,to,NULL,NULL,no,व,သည,जब,ijcuac,toen,da,ᐊᐲ,NULL,چون,nony,NULL,NULL,NULL,NULL,aretak,NULL,kana,cînd,NULL,llig,keď,ko,NULL,markaannu,cuando,kad,NULL,då,ܘܐܢܫ,నప,t,คร,NA,NA,NULL,cuando,NA,bi,ke,NULL
b.ACT.5.24a,now when the high priest and the captain of the temple and the chief priests heard these things they doubted of them whereunto this would grow,when,NULL,toe,tai,kur,NULL,فلما,NA,eta,ajicõari,NULL,tek,NULL,anae,NULL,mɨ,ꮏꮙꮓ,NA,NA,NULL,ⲉⲛⲁⲓⲥⲁϫⲓ,lè,když,da,da,wen,waato,ɩlɛna,kiam,kui,NULL,kun,lorsqu,de,NA,NA,ὡς,και,ર,जब,kad,NULL,ketika,þegar,NULL,yet,NULL,NULL,mi,ora,NULL,NULL,NULL,išgirdę,tej,NULL,पडल,NULL,NULL,ijcuac,NULL,da,ᐊᐲ,a,چون,rehefa,gdy,quando,pic,kara,aretak,NULL,kana,cînd,когда,llig,keď,ko,NULL,markii,como,kad,NULL,när,ܘܟܕ,ప,nang,เม,NA,NULL,почувши,cuando,wode,bi,bathe,ukuba
b.ACT.5.27a,and when they had brought them they set them before the council and the high priest asked them,when,NULL,NULL,NULL,NULL,quia,فلما,NA,NULL,acõari,NULL,tek,sa,anae,NULL,mɨ,NULL,NA,NA,ari,ⲇⲉ,lè,NULL,da,als,wen,waato,ɩlɛna,NULL,NULL,NULL,NULL,qu,NULL,NA,NA,NULL,αφου,ર,NULL,NULL,elõhozván,NULL,þegar,NULL,NULL,NULL,tura,mi,ora,NULL,cum,NULL,NULL,tej,ka,NULL,NULL,हर,ijcuac,NULL,da,ᐊᐲ,NULL,چون,rehefa,NULL,tendo,iwci,NULL,aretak,NULL,kana,după,NULL,NULL,keď,ko,NULL,NULL,cuando,kad,wakawapeleka,sedan,ܘܟܕ,NULL,nang,เม,NA,i̇lle,NULL,cuando,NULL,bi,ke,NULL
b.ACT.5.33a,when they heard that they were cut to the heart and took counsel to slay them,when,NULL,toe,tai,kur,NULL,فلما,NA,eta,NULL,NULL,tek,NULL,anae,見,mɨ,ꮎꮝꭹꮓ,NA,NA,NULL,ⲇⲉ,lè,pak,da,da,wen,waato,ɩlɛna,kaj,kui,NULL,kun,NULL,orasi,NA,NA,δὲ,δε,ય,NULL,NULL,NULL,ketika,þegar,NULL,yet,NULL,NULL,mi,ora,NULL,cum,to,NULL,tej,to,ह,အခ,पछ,ijcuac,NULL,da,ᐊᐲ,a,چون,raha,a,NULL,iwci,kara,aretak,caita,kana,cînd,слышав,llig,keď,ko,zvino,markay,NULL,kad,NULL,när,ܘܟܕ,NULL,nang,เม,NA,NULL,NULL,cuando,wode,bi,ke,NULL
b.ACT.5.40a,and to him they agreed and when they had called the apostles and beaten them they commanded that they should not speak in the name of jesus and let them go,when,nunia,nadat,tʉpo,mbasi,NULL,NULL,NA,NULL,NULL,NULL,tek,NULL,anae,NULL,mɨ,ꮎꮝꭹꮓ,NA,NA,ari,NULL,NULL,NULL,og,da,wen,NULL,ɩlɛna,NULL,kui,emegbe,neuvoansa,ayant,kagena,NA,NA,NULL,NULL,ય,NULL,NULL,miután,sesudah,NULL,NULL,yal,NULL,NULL,mi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ल,ijcuac,na,da,NULL,khit,NULL,rehefa,NULL,tendo,NULL,NULL,te,huasha,NULL,după,NULL,NULL,poslúchli,NULL,NULL,NULL,después,NULL,NULL,sedan,NULL,NULL,pagkatawag,และเม,NA,NULL,NULL,cuando,guyyiyan,fekk,NULL,NULL
b.ACT.6.1a,and in those days when the number of the disciples was multiplied there arose a murmuring of the grecians against the hebrews because their widows were neglected in the daily ministration,when,ainau,toe,NULL,duke,tjawijndyendye,اذ,NA,nola,NULL,NULL,tek,NULL,anae,NULL,NULL,NULL,NA,NA,NULL,ⲇⲉ,NULL,když,da,da,te,waato,NULL,kiam,kui,esime,kun,NULL,orasi,NA,NA,NULL,οτε,જ,जब,kako,mikor,waktu,er,mentre,yet,NULL,tura,NULL,chora,때에,autem,pieaugot,augant,NULL,i,ह,NULL,ल,ijcuac,NULL,da,ᐊᐲ,laia,چون,rehefa,gdy,crescendo,pic,NULL,aretak,NULL,antunchi,cînd,когда,NULL,keď,ko,NULL,NULL,como,kad,ilipokuwa,då,ܟܕ,నప,nang,เม,NA,çoğaldığı,як,cuando,wode,naka,bakubon,kwathi
b.ACT.6.6a,whom they set before the apostles and when they had prayed they laid their hands on them,when,NULL,NULL,NULL,mbasi,chii,NULL,NA,NULL,i,като,ri,human,anae,NULL,mɨ,ꭸꮵꮕꮫꮓ,NA,NA,yonijaantapaacari,NULL,NULL,NULL,NULL,NULL,wen,waato,ɩlɛna,NULL,NULL,NULL,NULL,après,NULL,NA,NA,NULL,NULL,ય,NULL,NULL,miután,NULL,sem,dopo,yet,使徒たちの前に立たせた,NULL,NULL,NA,NULL,NULL,NULL,NULL,tej,NULL,NULL,သည,NULL,NULL,NULL,og,NULL,huan,بداشتند,rehefa,NULL,NULL,pic,NULL,te,runauna,kana,după,NULL,NULL,NULL,NULL,NULL,markay,después,NULL,NULL,och,ܘܟܕ,NULL,nang,และเม,NA,NA,NULL,NULL,guyyiyan,NULL,NULL,NULL
b.ACT.7.2a,and he said men brethren and fathers hearken the god of glory appeared unto our father abraham when he was in mesopotamia before he dwelt in charran,when,pujamtai,toe,NULL,kur,quia,NULL,NA,NULL,NULL,когато,tek,NULL,anae,時,lajeeˇ,ꮎꭿᏻ,NA,NA,intacantaqueeniri,NULL,lè,když,da,da,te,waato,nɩɩ,kiam,kui,esime,ollessaan,lorsqu,orasi,NA,NA,ὄντι,οτε,ય,जब,dok,mikor,waktu,er,quando,yet,栄光の神が彼に現れて,uuntrín,mi,NA,때에,cum,kad,kai,tej,NULL,त,အခ,ल,ijcuac,toen,mens,NULL,laiin,وقتی,raha,gdy,estando,ow,NULL,aretak,NA,kana,cînd,NULL,masubut,keď,ko,vachiri,markuu,cuando,kad,NULL,medan,ܟܕ,నప,nang,เม,NA,NULL,як,cuando,NULL,bi,NULL,NULL
b.ACT.7.4a,then came he out of the land of the chaldaeans and dwelt in charran and from thence when his father was dead he removed him into this land wherein ye now dwell,when,nunia,NULL,NULL,mbasi,jnda,نقله,NA,NULL,ajicõari,като,tek,NULL,anae,NULL,mɨ,ꮧꭴꮣꮕꮢ,NA,NA,irosati,NULL,lè,když,NULL,da,wen,waato,ɩlɛna,post,kui,esime,kun,après,kagena,NA,NA,ἀποθανεῖν,θανατον,ય,NULL,NULL,minekutána,sesudah,en,dopo,yapni,カランに住んだ,NULL,mi,NA,거하다가,postquam,kad,NULL,NULL,NULL,ज,NULL,NULL,ijcuac,NULL,NULL,ᐊᐲ,nungin,NULL,rehefa,gdy,depois,ici,oti,aretak,NULL,kana,după,по,llig,keď,ko,zvino,markuu,después,NULL,baada,sedan,ܟܕ,తర,pagkamatay,เม,NA,sonra,як,cuando,guyyiyan,bi,NULL,kwathi
b.ACT.7.5a,and he gave him none inheritance in it no not so much as to set his foot on yet he promised that he would give it to him for a possession and to his seed after him when as yet he had no child,when,NULL,toe,tai,kur,jnda,NULL,NA,NULL,NULL,сега,ri,bisan,NULL,時,ie,NULL,NA,NA,NULL,NULL,lè,když,NULL,da,NULL,waato,waatʋ,kiam,mil,NULL,NULL,NULL,orasi,NA,NA,NULL,NULL,NULL,समय,NULL,NULL,waktu,þótt,sebbene,NULL,NULL,NULL,NULL,NA,NULL,cum,kad,NULL,aj,wa,ह,NULL,NULL,NULL,waar,NULL,NULL,NULL,هنگامی,na,gdy,tendo,ci,nto,NULL,NULL,kana,NULL,когда,NULL,keď,ko,NULL,mulki,cuando,NULL,wakati,då,ܟܕ,నప,nang,อท,NA,NULL,NULL,or,NULL,fekk,engekabi,NULL
b.ACT.7.12a,but when jacob heard that there was corn in egypt he sent out our fathers first,when,turamtai,toe,NULL,NULL,jnda,ولما,NA,ceçanean,NULL,като,NULL,ni,anae,見,mɨ,NULL,NA,NA,NULL,NULL,lè,NULL,da,NULL,wen,waato,kɔma,kiam,kui,NULL,kun,NULL,orasi,NA,NA,NULL,NULL,ય,NULL,kad,mikor,ketika,er,avendo,yet,NULL,NULL,mi,NA,NULL,cum,kad,NULL,atzaj,no,व,NULL,NULL,ijcuac,later,da,ᐊᐲ,NULL,چون,nony,gdy,tendo,NULL,ramo,aretak,NULL,NULL,NULL,NULL,NULL,keď,ko,wakati,markii,al,NULL,basi,när,ܘܟܕ,NULL,nang,NULL,NA,NULL,NULL,cuando,NULL,nag,NULL,NULL
b.ACT.7.17a,but when the time of the promise drew nigh which god had sworn to abraham the people grew and multiplied in egypt,when,NULL,namate,NULL,ndërsa,NULL,NULL,NA,NULL,to,като,tek,na,anae,NULL,mɨ,NULL,NA,NA,irosati,ⲉⲧⲁϥϧⲱⲛⲧ,lè,když,nu,da,wen,alwaato,kɔma,kiam,kui,esime,mukaa,s,orasi,NA,NA,NULL,καθως,NULL,जब,bližilo,mikor,ketika,NULL,mentre,yet,NULL,tsawant,mi,NA,NULL,cum,kad,NULL,tej,no,ह,အခ,NULL,ijcuac,NULL,nu,ᐊᐲ,a,چون,rehefa,gdy,NULL,pic,NULL,aretak,NULL,NULL,cînd,как,NULL,NULL,ko,zvino,markuu,como,kad,wakati,NULL,ܘܟܕ,NULL,nang,เม,NA,NULL,як,cuando,NULL,bi,lakuba,sesisondele
b.ACT.7.21a,and when he was cast out pharaoh s daughter took him up and nourished him for her own son,when,NULL,toe,tai,kur,NULL,ولما,NA,NULL,NULL,когато,tek,NULL,anae,候,mɨ,NULL,NA,NA,NULL,ⲇⲉ,lè,když,da,als,wen,waato,kɔma,kiam,kui,esi,kun,quand,NULL,NA,NA,NULL,αφου,ય,जब,kad,mikor,setelah,er,NULL,lahwi,NULL,nuyá,NULL,NA,버리운,NULL,kad,kai,atzaj,no,ज,NULL,जब,ijcuac,toen,da,ᐊᐲ,un,چون,rehefa,gdy,sendo,pic,NULL,aretak,NULL,kana,cînd,когда,NULL,keď,ko,wakati,markii,cuando,kad,NULL,när,ܘܟܕ,నప,nang,และเม,NA,NA,як,cuando,wode,ba,ke,NULL
b.ACT.7.23a,and when he was full forty years old it came into his heart to visit his brethren the children of israel,when,NULL,nadat,tai,kur,quia,ولما,NA,NULL,NULL,като,tek,na,anae,NULL,mɨ,NULL,NA,NA,ari,ⲉⲧⲁⲩϫⲱⲕ,lè,když,da,da,te,waato,ɩlɛna,kiam,kui,esi,kun,lorsqu,orasi,NA,NA,ὡς,ενω,ય,जब,kad,mikor,waktu,þegar,quando,yet,NULL,NULL,mi,NA,NULL,cum,kad,kai,tej,ka,ह,အခ,जब,ijcuac,toen,da,ᐊᐲ,huan,چون,rehefa,gdy,quando,pici,NULL,aretak,NULL,kana,cînd,когда,llig,keď,ko,wakati,markuu,cuando,kad,NULL,när,ܘܟܕ,నప,nang,คร,NA,NULL,як,cuando,wode,bi,ke,kuthe
b.ACT.7.30a,and when forty years were expired there appeared to him in the wilderness of mount sina an angel of the lord in a flame of fire in a bush,when,jeatak,toe,tʉpo,NULL,quia,ولما,NA,cituenean,cojoru,когато,tek,tapus,anae,NULL,mɨ,NULL,NA,NA,NULL,ⲉⲧⲁⲩϫⲱⲕ,apre,když,NULL,NULL,wen,waato,kɔma,post,kui,megbe,kun,NULL,NULL,NA,NA,NULL,αφου,ય,जब,NULL,NULL,NULL,NULL,NULL,yapni,NULL,NULL,mi,NA,NULL,NULL,kad,NULL,tej,no,व,အခ,पछ,ijcuac,NULL,da,ᐊᐲ,nungin,چون,rehefa,gdy,passados,iwci,NULL,NULL,NULL,NULL,NULL,исполнении,NULL,keď,ko,zvino,markii,después,kad,NULL,när,ܘܟܕ,ప,nang,คร,NA,NULL,як,NULL,guyyiyan,bi,ke,kwathi
b.ACT.7.31a,when moses saw it he wondered at the sight and as he drew near to behold it the voice of the lord came unto him,when,NULL,en,tai,kur,NULL,فلما,NA,eta,acõari,и,tek,ni,anae,NULL,mɨ,NULL,NA,NA,irosati,ⲇⲉ,lè,a,da,da,wen,waato,ɩlɛna,kiam,kui,esi,kun,NULL,de,NA,NA,δὲ,δε,ય,NULL,NULL,mikor,NULL,NULL,NULL,yet,NULL,NULL,NULL,NA,NULL,autem,to,NULL,teˈ,no,व,အခ,जब,ijcuac,toen,da,ᐊᐲ,huan,چون,nony,a,NULL,pici,u,aretak,shinajpi,kana,cînd,NULL,NULL,keď,ko,akati,markii,cuando,kad,NULL,när,ܘܟܕ,NULL,nang,เม,NA,NULL,NULL,NULL,NULL,bi,kaloku,NULL
