sent_id,context,eng,acu,afr,ake,alb,amh,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,gla,glv,got,grc,gre,guj,heb,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.EZE.46.10,"and the prince in the midst of them , when they go in , shall go in ; and when they go forth , shall go forth .",when,NA,as,NA,NULL,ጊዜ,NA,NULL,NA,NA,NA,когато,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,når,NULL,NA,kaŋ,NA,kiam,NULL,NA,NULL,quand,NA,NA,NA,NA,NA,εισερχομενων,NA,ובצאתם,जब,kad,mikor,NULL,þegar,NULL,NA,NULL,NA,NA,NA,때에,cum,NA,kai,NA,ina,NA,NULL,når,NA,un,NULL,NULL,gdy,",",NA,NA,NA,NA,NA,NULL,когда,NA,keď,ko,kana,markay,cuando,NULL,NA,när,NA,pagka,และเม,NA,NULL,NA,NA,NA,NA,ekungeneni,NA
b.EZE.46.12,"now when the prince shall prepare a voluntary burnt offering or peace offerings voluntarily unto the lord , one shall then open him the gate that looketh toward the east , and he shall prepare his burnt offering and his peace offerings , as he did on the sabbath day : then he shall go forth ; and after his going forth one shall shut the gate .",when,NA,as,NA,kur,NULL,NA,واذا,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,lè,pak,når,wenn,NA,waati,NA,kiam,NA,NA,milloin,si,NA,NA,NA,NA,NA,οταν,NA,וכי,जब,kad,mikor,jika,þegar,quando,NA,また君たる者が,NA,NA,NA,NULL,cum,NA,jei,NA,ina,NA,wanneer,når,NA,a,چون,raha,będzieli,quando,NA,NA,NA,NA,NA,însă,если,NA,keď,kadar,kana,markuu,cuando,kad,NA,när,NA,pagka,เม,NA,NULL,NA,NA,NA,NA,xa,NA
b.EZE.47.3,"and when the man that had the line in his hand went forth eastward , he measured a thousand cubits , and he brought me through the waters ; the waters were to the ancles .",when,NA,toe,NA,NULL,ሰውዬውም,NA,وعند,NA,NA,NA,NULL,NA,diha,NA,候,NA,NA,NA,NA,NA,NA,NULL,když,da,und,NA,waato,NA,kiam,NA,NA,NULL,lorsque,NA,NA,NA,NA,NA,ο,NA,בצאת,जब,NULL,mikor,NULL,NULL,quell,NA,NULL,NA,NA,NA,NULL,cum,NA,NULL,NA,NULL,NA,NULL,NULL,NA,huan,چون,nony,gdy,saindo,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,zvino,markuu,cuando,kad,NA,sedan,NA,nang,NULL,NA,NULL,NA,NA,NA,NA,ekuphumeni,NA
b.EZE.47.7,"now when i had returned , behold , at the bank of the river were very many trees on the one side and on the other .",when,NA,terwyl,NA,NULL,ጊዜ,NA,وعند,NA,NA,NA,когато,NA,diha,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,NULL,NA,kun,quand,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,kad,mikor,NULL,er,voltandomi,NA,NULL,NA,NA,NA,NULL,cumque,NA,grįžęs,NA,NULL,NA,toen,da,NA,NULL,چون,nony,gdym,tendo,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markaan,cuando,kad,NA,när,NA,nang,่,NA,varınca,NA,NA,NA,NA,NULL,NA
b.EZE.48.11,"it shall be for the priests that are sanctified of the sons of zadok ; which have kept my charge , which went not astray when the children of israel went astray , as the levites went astray .",when,NA,by,NA,kur,ጊዜ,NA,حين,NA,NA,NA,когато,NA,diha,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,und,NA,waato,NA,dum,NULL,NA,kun,lorsque,NA,NA,NA,NA,NA,αποπλανησιν,NA,NULL,समय,kad,mikor,",",er,traviamento,NA,NULL,NA,NA,NA,때에,cum,NA,kai,NA,NULL,NA,toen,dengang,NA,lai,هنگامی,NULL,gdy,quando,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,NULL,NULL,markay,cuando,kad,NA,när,NA,nang,่,NA,",",NA,NA,NA,NA,NULL,NA
b.DAN.3.7,"therefore at that time , when all the people heard the sound of the cornet , flute , harp , sackbut , psaltery , and all kinds of musick , all the people , the nations , and the languages , fell down and worshipped the golden image that nebuchadnezzar the king had set up .",when,NA,toe,NA,NULL,ጊዜ,NA,وقتما,NA,NA,NA,когато,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,jakž,snart,da,NA,NULL,NA,kiam,NA,NA,kun,où,NA,NA,NA,NA,NA,οτε,NA,שמעין,NULL,čim,mihelyt,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,",",NA,i,NA,NULL,snart,NA,laia,چون,NULL,skoro,em,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markii,como,NULL,NA,snart,NA,pagkarinig,NULL,NA,NULL,NA,NA,NA,NA,xa,NA
b.DAN.5.20,"but when his heart was lifted up , and his mind hardened in pride , he was deposed from his kingly throne , and they took his glory from him :",when,NA,toe,NA,kur,ጊዜ,NA,فلما,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,da,da,NA,saaya,NA,kiam,NA,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,וכדי,जब,kad,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,NULL,quando,NA,kai,NA,ka,NA,toen,da,NA,laiin,چون,nony,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markuu,cuando,NULL,NA,när,NA,nang,เม,NA,NULL,NA,NA,NA,NA,xeshikweni,NA
b.DAN.6.10,"now when daniel knew that the writing was signed , he went into his house ; and his windows being open in his chamber toward jerusalem , he kneeled upon his knees three times a day , and prayed , and gave thanks before his god , as he did aforetime .",when,NA,NULL,NA,kur,ጊዜ,NA,فلما,NA,NA,NA,щом,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,NULL,als,NA,saaya,NA,kiam,NULL,NA,NULL,lorsque,NA,NA,NA,NA,NA,καθως,NA,NULL,जब,NULL,mint,ketika,er,NULL,NA,ダニエルは,NA,NA,NA,NULL,cum,NA,kai,NA,ka,NA,NULL,NULL,NA,NULL,NULL,NULL,NULL,quando,NA,NA,NA,NA,NA,cînd,",",NA,keď,ko,akati,markuu,cuando,kad,NA,snart,NA,nang,่,NA,NULL,NA,NA,NA,NA,kaloku,NA
b.DAN.6.14,"then the king , when he heard these words , was sore displeased with himself , and set his heart on daniel to deliver him : and he laboured till the going down of the sun to deliver him .",when,NA,NULL,NA,duke,ጊዜ,NA,فلما,NA,NA,NA,като,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,jakž,NULL,daß,NA,NULL,NA,NULL,NULL,NA,kun,quand,NA,NA,NA,NA,NA,ως,NA,NULL,NULL,NULL,NULL,NULL,þegar,NULL,NA,NULL,NA,NA,NA,NULL,cum,NA,NULL,NA,no,NA,NULL,NULL,NA,NULL,که,NULL,NULL,NULL,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,akati,markuu,al,NULL,NA,när,NA,nang,เม,NA,bunu,NA,NA,NA,NA,weva,NA
b.DAN.6.20,"and when he came to the den , he cried with a lamentable voice unto daniel : and the king spake and said to daniel , o daniel , servant of the living god , is thy god , whom thou servest continually , able to deliver thee from the lions ?",when,NA,NULL,NA,NULL,ጊዜ,NA,فلما,NA,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,jakž,da,als,NA,waato,NA,kiam,NA,NA,NULL,s,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mikor,sesampainya,er,dopo,NA,NULL,NA,NA,NA,NULL,adpropinquansque,NA,NULL,NA,no,NA,NULL,snart,NA,laiin,NULL,NULL,NULL,",",NA,NA,NA,NA,NA,NULL,",",NA,keď,ko,akati,markuu,cuando,kad,NA,när,NA,nang,เม,NA,NULL,NA,NA,NA,NA,akusondela,NA
b.DAN.8.2,"and i saw in a vision ; and it came to pass , when i saw , that i was at shushan in the palace , which is in the province of elam ; and i saw in a vision , and i was by the river of ulai .",when,NA,terwyl,NA,ndërsa,ጊዜ,NA,رؤياي,NA,NA,NA,когато,NA,NULL,NA,候,NA,NA,NA,NA,NA,NA,NULL,když,NULL,NULL,NA,saaya,NA,kiam,NA,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,dok,mikor,NULL,er,quand,NA,NULL,NA,NA,NA,때에,cum,NA,NULL,NA,NULL,NA,NULL,NULL,NA,laiin,که,raha,gdym,que,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markaan,cuando,kad,NA,NULL,NA,nang,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.DAN.8.8,"therefore the he goat waxed very great : and when he was strong , the great horn was broken ; and for it came up four notable ones toward the four winds of heaven .",when,NA,toe,NA,kur,ጊዜ,NA,ولما,NA,NA,NA,когато,NA,diha,NA,候,NA,NA,NA,NA,NA,NA,lè,když,men,da,NA,saaya,NA,kiam,NULL,NA,kun,lorsqu,NA,NA,NA,NA,NA,οτε,NA,וכעצמו,जब,kad,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,때에,cumque,NA,NULL,NA,NULL,NA,toppunt,just,NA,huchia,چون,nony,gdy,estando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markuu,estando,kad,NA,när,NA,nang,เม,NA,NULL,NA,NA,NA,NA,yakuba,NA
b.DAN.8.15,"and it came to pass , when i , even i daniel , had seen the vision , and sought for the meaning , then , behold , there stood before me as the appearance of a man .",when,NA,toe,NA,ndërsa,ጊዜ,NA,لما,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,medens,da,NA,saaya,NA,dum,NULL,NA,kun,tandis,NA,NA,NA,NA,NA,οτε,NA,NULL,खकर,kad,mikor,ketika,þegar,mentre,NA,、,NA,NA,NA,때에,cum,NA,kai,NA,a,NA,terwijl,nu,NA,laiin,چون,nony,gdym,havendo,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,zvino,markaan,estando,kad,NA,när,NA,nang,่,NA,NULL,NA,NA,NA,NA,NULL,NA
b.DAN.8.17,"so he came near where i stood : and when he came , i was afraid , and fell upon my face : but he said unto me , understand , o son of man : for at the time of the end shall be the vision .",when,NA,toe,NA,kur,ጊዜ,NA,ولما,NA,NA,NA,когато,NA,pag,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,ved,da,NA,waati,NA,kiam,NULL,NA,tullessansa,NULL,NA,NA,NA,NA,NA,οτε,NA,NULL,तब,kad,a,begitu,er,quando,NA,NULL,NA,NA,NA,때에,cumque,NA,NULL,NA,NULL,NA,NULL,da,NA,laiin,چون,nony,gdy,vindo,NA,NA,NA,NA,NA,la,когда,NA,keď,ko,akati,markuu,cuando,kad,NA,när,NA,nang,และเม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.DAN.8.23,"and in the latter time of their kingdom , when the transgressors are come to the full , a king of fierce countenance , and understanding dark sentences , shall stand up .",when,NA,as,NA,kur,ጊዜ,NA,عند,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,fin,když,når,wenn,NA,saaya,NA,kiam,NA,NA,kun,lorsque,NA,NA,NA,NA,NA,οταν,NA,הפשעים,जब,kad,mikor,apabila,er,quando,NA,NULL,NA,NA,NA,때에,cum,NA,kai,NA,i,NA,NULL,når,NA,chiang,چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,kana,marka,cuando,kad,NA,när,NA,pagka,เม,NA,NULL,NA,NA,NA,NA,,NA
b.DAN.10.9,"yet heard i the voice of his words : and when i heard the voice of his words , then was i in a deep sleep on my face , and my face toward the ground .",when,NA,toe,NA,duke,ጊዜ,NA,ولما,NA,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,NULL,da,und,NA,saaya,NA,kiam,NULL,NA,kuullessani,comme,NA,NA,NA,NA,NA,ενω,NA,NULL,जब,kad,mikor,ketika,er,appena,NA,NULL,NA,NA,NA,NULL,iacebam,NA,NULL,NA,i,NA,toen,da,NA,laiin,چون,nony,NULL,",",NA,NA,NA,NA,NA,cînd,как,NA,jako,ko,NULL,markaan,al,kad,NA,NULL,NA,nang,และเม,NA,NULL,NA,NA,NA,NA,ndakusiva,NA
b.DAN.10.11,"and he said unto me , o daniel , a man greatly beloved , understand the words that i speak unto thee , and stand upright : for unto thee am i now sent . and when he had spoken this word unto me , i stood trembling .",when,NA,terwyl,NA,kur,ጊዜ,NA,ولما,NA,NA,NA,когато,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,saaya,NA,kiam,NULL,NA,ja,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,NULL,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,후에,cumque,NA,",",NA,i,NA,maar,da,NA,laiin,چون,nony,gdy,ao,NA,NA,NA,NA,NA,după,когда,NA,",",ko,NULL,markuu,mientras,kad,NA,när,NA,NULL,่,NA,.,NA,NA,NA,NA,NULL,NA
b.DAN.10.15,"and when he had spoken such words unto me , i set my face toward the ground , and i became dumb .",when,NA,terwyl,NA,ndërsa,ጊዜ,NA,فلما,NA,NA,NA,като,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,medens,als,NA,saaya,NA,dum,NULL,NA,NULL,tandis,NA,NA,NA,NA,NA,ενω,NA,NULL,जब,NULL,mikor,ketika,er,mentre,NA,NULL,NA,NA,NA,NULL,cumque,NA,NULL,NA,i,NA,NULL,da,NA,huan,چون,nony,gdy,NULL,NA,NA,NA,NA,NA,cînd,когда,NA,NULL,ko,NULL,markuu,mientras,kad,NA,NULL,NA,nang,เม,NA,NULL,NA,NA,NA,NA,ekuthetheni,NA
b.DAN.10.19,"and said , o man greatly beloved , fear not : peace be unto thee , be strong , yea , be strong . and when he had spoken unto me , i was strengthened , and said , let my lord speak ; for thou hast strengthened me .",when,NA,terwyl,NA,mbasi,ጊዜ,NA,ولما,NA,NA,NA,като,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,snart,als,NA,saaya,NA,dum,NULL,NA,NULL,comme,NA,NA,NA,NA,NA,ενω,NA,NULL,NULL,dok,mikor,sementara,er,mentre,NA,NULL,NA,NA,NA,NULL,cumque,NA,",",NA,i,NA,terwijl,når,NA,huan,چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,",",ko,NULL,markuu,mientras,dokle,NA,när,NA,nang,เม,NA,NULL,NA,NA,NA,NA,uthe,NA
b.DAN.10.20,"then said he , knowest thou wherefore i come unto thee ? and now will i return to fight with the prince of persia : and when i am gone forth , lo , the prince of grecia shall come .",when,NA,as,NA,kur,NULL,NA,فاذا,NA,NA,NA,когато,NA,pag,NA,NULL,NA,NA,NA,NA,NA,NA,apre,NULL,NULL,wenn,NA,d,NA,kiam,NA,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,NULL,जब,čim,ha,sesudah,þegar,uscirò,NA,NULL,NA,NA,NA,싸우려니와,cum,NA,kai,NA,ka,NA,wanneer,NULL,NA,chiangin,که,rehefa,gdy,saindo,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,kana,markaan,cuando,NULL,NA,när,NA,pagka,และเม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.DAN.11.4,"and when he shall stand up , his kingdom shall be broken , and shall be divided toward the four winds of heaven ; and not to his posterity , nor according to his dominion which he ruled : for his kingdom shall be plucked up , even for others beside those .",when,NA,as,NA,kur,ጊዜ,NA,وكقيامه,NA,NA,NA,щом,NA,diha,NA,候,NA,NA,NA,NA,NA,NA,lè,když,bedst,wenn,NA,NULL,NA,dum,NULL,NA,kun,lorsqu,NA,NA,NA,NA,NA,καθως,NA,NULL,जब,čim,alighogy,tetapi,þegar,appena,NA,NULL,NA,NA,NA,때에,cum,NA,NULL,NA,",",NA,NULL,snart,NA,NULL,چون,rehefa,gdy,estando,NA,NA,NA,NA,NA,cum,когда,NA,keď,NULL,kana,markuu,cuando,kako,NA,knappt,NA,pagka,และเม,NA,",",NA,NA,NA,NA,xa,NA
b.DAN.11.12,"and when he hath taken away the multitude , his heart shall be lifted up ; and he shall cast down many ten thousands : but he shall not be strengthened by it .",when,NA,as,NA,kur,ጊዜ,NA,NULL,NA,NA,NA,като,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,pozdvihne,når,NULL,NA,NULL,NA,NULL,NULL,NA,kun,NULL,NA,NA,NA,NA,NA,αφου,NA,NULL,NULL,NULL,a,NULL,NULL,dopo,NA,NULL,NA,NA,NA,후에,NULL,NA,NULL,NA,ka,NA,NULL,når,NA,",",چون,raha,gdy,NULL,NA,NA,NA,NA,NA,NULL,NULL,NA,NULL,ko,zvino,NULL,al,kad,NA,när,NA,NULL,และเม,NA,NULL,NA,NA,NA,NA,yothi,NA
b.DAN.11.34,"now when they shall fall , they shall be holpen with a little help : but many shall cleave to them with flatteries .",when,NA,terwyl,NA,kur,ጊዜ,NA,فاذا,NA,NA,NA,когато,NA,kong,NA,候,NA,NA,NA,NA,NA,NA,NULL,když,medens,wenn,NA,saaya,NA,dum,NA,NA,NULL,où,NA,NA,NA,NA,NA,οταν,NA,NULL,जब,dok,miközben,sementara,er,mentre,NA,NULL,NA,NA,NA,때에,cumque,NA,NULL,NA,a,NA,terwijl,mens,NA,chiang,چون,rehefa,gdy,",",NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,kana,markay,cuando,padajući,NA,NULL,NA,pagka,เม,NA,NULL,NA,NA,NA,NA,",",NA
b.DAN.12.7,"and i heard the man clothed in linen , which was upon the waters of the river , when he held up his right hand and his left hand unto heaven , and sware by him that liveth for ever that it shall be for a time , times , and an half ; and when he shall have accomplished to scatter the power of the holy people , all these things shall be finished .",when,NA,en,NA,",",NULL,NA,اذ,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,si,an,NULL,und,NA,waato,NA,NULL,NULL,NA,ja,NULL,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,NULL,NULL,itu,og,",",NA,NULL,NA,NA,NA,NULL,cum,NA,",",NA,i,NA,NULL,;,NA,NULL,NULL,dia,",",quando,NA,NA,NA,NA,NA,;,",",NA,a,ko,NULL,markuu,alzó,i,NA,och,NA,nang,NULL,NA,‹,NA,NA,NA,NA,",",NA
b.DAN.12.7,"and i heard the man clothed in linen , which was upon the waters of the river , when he held up his right hand and his left hand unto heaven , and sware by him that liveth for ever that it shall be for a time , times , and an half ; and when he shall have accomplished to scatter the power of the holy people , all these things shall be finished .",when,NA,en,NA,",",NULL,NA,اذ,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,si,an,NULL,und,NA,waato,NA,NULL,NULL,NA,ja,NULL,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,NULL,NULL,itu,og,",",NA,NULL,NA,NA,NA,NULL,cum,NA,",",NA,i,NA,NULL,;,NA,NULL,NULL,dia,",",quando,NA,NA,NA,NA,NA,;,",",NA,a,ko,NULL,markuu,alzó,i,NA,och,NA,nang,NULL,NA,‹,NA,NA,NA,NA,",",NA
b.HOS.1.8,"now when she had weaned lo - ruhamah , she conceived , and bare a son .",when,NA,nadat,NA,kur,ጊዜ,NA,NULL,NA,NA,NA,NULL,NA,human,NA,NULL,NA,NA,NA,NA,NA,NA,apre,NULL,NULL,da,NA,waato,NA,kiam,NULL,NA,kun,NULL,NA,NA,NA,NA,NA,αφου,NA,NULL,जब,kad,mikor,setelah,er,dopo,NA,NULL,NA,NA,NA,NULL,NULL,NA,",",NA,ka,NA,toen,da,NA,laiin,چون,rehefa,NULL,depois,NA,NA,NA,NA,NA,NULL,",",NA,keď,ko,NULL,markii,después,NULL,NA,när,NA,nang,าเม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.HOS.2.15,"and i will give her her vineyards from thence , and the valley of achor for a door of hope : and she shall sing there , as in the days of her youth , and as in the day when she came up out of the land of egypt .",when,NA,NULL,NA,kur,NULL,NA,NULL,NA,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,kaŋ,NA,NULL,NA,NA,jona,où,NA,NA,NA,NA,NA,NULL,NA,NULL,त,kada,NULL,ketika,er,mentre,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,NA,",",snart,NA,lai,NULL,nohadinoiny,NA,em,NA,NA,NA,NA,NA,cînd,выхода,NA,ktorý,ko,NULL,NULL,NULL,kad,NA,då,NA,NULL,ื,NA,NULL,NA,NA,NA,NA,nanjengemini,NA
b.HOS.4.14,"i will not punish your daughters when they commit whoredom , nor your spouses when they commit adultery : for themselves are separated with whores , and they sacrifice with harlots : therefore the people that doth not understand shall fall .",when,NA,omdat,NA,se,ጊዜ,NA,NULL,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,že,NULL,wenn,NA,d,NA,se,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,οταν,NA,כי,जब,NULL,NULL,NULL,að,se,NA,NULL,NA,NA,NA,NULL,cum,NA,NULL,NA,ina,NA,NULL,for,NA,chiang,حینی,raha,NULL,quando,NA,NA,NA,NA,NA,NULL,когда,NA,že,",",kana,markay,cuando,kad,NA,att,NA,pagka,NULL,NA,NULL,NA,NA,NA,NA,",",NA
b.HOS.4.14,"i will not punish your daughters when they commit whoredom , nor your spouses when they commit adultery : for themselves are separated with whores , and they sacrifice with harlots : therefore the people that doth not understand shall fall .",when,NA,omdat,NA,se,ጊዜ,NA,NULL,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,že,NULL,wenn,NA,d,NA,se,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,οταν,NA,כי,जब,NULL,NULL,NULL,að,se,NA,NULL,NA,NA,NA,NULL,cum,NA,NULL,NA,ina,NA,NULL,for,NA,chiang,حینی,raha,NULL,quando,NA,NA,NA,NA,NA,NULL,когда,NA,že,",",kana,markay,cuando,kad,NA,att,NA,pagka,NULL,NA,NULL,NA,NA,NA,NA,",",NA
b.HOS.5.13,"when ephraim saw his sickness , and judah saw his wound , then went ephraim to the assyrian , and sent to king jareb : yet could he not heal you , nor cure you of your wound .",when,NA,toe,NA,kur,NULL,NA,NULL,NA,NA,NA,когато,NA,pagkakita,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,da,da,NA,saaya,NA,NULL,NA,NA,kun,NULL,NA,NA,NA,NA,NA,και,NA,NULL,जब,NULL,NULL,NULL,er,NULL,NA,、,NA,NA,NA,NULL,NULL,NA,NULL,NA,wa,NA,toen,da,NA,chiangin,چون,rehefa,NA,quando,NA,NA,NA,NA,NA,cînd,и,NA,keď,ko,akati,markuu,NULL,i,NA,och,NA,nang,เม,NA,NULL,NA,NA,NA,NA,xa,NA
b.HOS.6.11,"also , o judah , he hath set an harvest for thee , when i returned the captivity of my people .",when,NA,as,NA,kur,ጊዜ,NA,عندما,NA,NA,NA,когато,NA,diha,NA,候,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,waati,NA,kiam,NULL,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,NULL,जब,kad,mikor,NULL,þegar,quando,NA,NULL,NA,NA,NA,때에,cum,NA,kai,NA,ina,NA,NULL,når,NA,chiangin,هنگامی,rehefa,mająca,ao,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markaan,cuando,kad,NA,när,NA,pagka,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.HOS.7.1,"when i would have healed israel , then the iniquity of ephraim was discovered , and the wickedness of samaria : for they commit falsehood ; and the thief cometh in , and the troop of robbers spoileth without .",when,NA,terwyl,NA,kur,NULL,NA,حينما,NA,NA,NA,когато,NA,diha,NA,候,NA,NA,NA,NA,NA,NA,fwa,když,NULL,wenn,NA,waati,NA,kiam,NA,NA,kun,lorsque,NA,NA,NA,NA,NA,ενω,NA,NULL,जब,kad,mikor,NULL,NULL,mentre,NA,、,NA,NA,NA,때에,cum,NA,kai,NA,i,NA,NULL,når,NA,chiangin,چون,raha,przyłóż,ao,NA,NA,NA,NA,NA,cînd,когда,NA,keď,kadar,kana,markii,cuando,kad,NA,när,NA,nang,่,NA,NULL,NA,NA,NA,NA,NULL,NA
b.HOS.7.12,"when they shall go , i will spread my net upon them ; i will bring them down as the fowls of the heaven ; i will chastise them , as their congregation hath heard .",when,NA,wanneer,NA,ndërsa,NULL,NA,عندما,NA,NA,NA,когато,NA,diha,NA,候,NA,NA,NA,NA,NA,NA,antan,když,medens,indem,NA,waati,NA,kiam,NULL,NA,kun,NULL,NA,NA,NA,NA,NA,οταν,NA,כאשר,जब,NULL,NULL,NULL,þegar,NULL,NA,、,NA,NA,NA,때에,cum,NA,NULL,NA,ka,NA,terwijl,snart,NA,chiang,وچون,raha,NULL,quando,NA,NA,NA,NA,NA,cîteori,когда,NA,hneď,kadar,kana,markay,cuando,kad,NA,NULL,NA,pagka,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.HOS.7.14,"and they have not cried unto me with their heart , when they howled upon their beds : they assemble themselves for corn and wine , and they rebel against me .",when,NA,maar,NA,por,NULL,NA,حينما,NA,NA,NA,NULL,NA,hinonoa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,når,NULL,NA,waati,NA,kiam,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NULL,NA,כי,त,kada,NULL,kalau,",",quando,NA,NULL,NA,NA,NA,NULL,NULL,NA,kai,NA,NULL,NA,NULL,men,NA,NULL,NULL,fa,a,",",NA,NA,NA,NA,NA,",",когда,NA,NULL,NULL,NULL,NULL,cuando,NULL,NA,NULL,NA,kundi,อเราจากใจจร,NA,NULL,NA,NA,NA,NA,",",NA
b.HOS.9.12,"though they bring up their children , yet will i bereave them , that there shall not be a man left : yea , woe also to them when i depart from them !",when,NA,as,NA,kur,ጊዜ,NA,متى,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,saaya,NA,kiam,NA,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,NULL,जब,kada,ha,apabila,þegar,se,NA,NULL,NA,NA,NA,때에는,cum,NA,kai,NA,ua,NA,wanneer,når,NA,khiakna,حینی,NULL,NULL,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,kadar,kana,markii,cuando,kad,NA,när,NA,pagka,เม,NA,NULL,NA,NA,NA,NA,",",NA
b.HOS.10.10,"it is in my desire that i should chastise them ; and the people shall be gathered against them , when they shall bind themselves in their two furrows .",when,NA,as,NA,kur,NULL,NA,حينما,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,wenn,NA,waati,NA,kiam,NULL,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,באסרם,तब,NULL,mikor,",",NULL,perché,NA,NULL,NA,NA,NA,때에,cum,NA,",",NA,i,NA,NULL,når,NA,chiang,هنگامی,NULL,ryczeć,quando,NA,NA,NA,NA,NA,cînd,и,NA,keď,kadar,NULL,markii,cuando,zarobe,NA,när,NA,pagka,เม,NA,zaman,NA,NA,NA,NA,ekubotshelelweni,NA
